Customer ID,RFM_Segment
0744-BIKKF,Loyal Customers
7483-IQWIB,Loyal Customers
5248-KWLAR,Champions
7996-MHXLW,Loyal Customers
7833-PKIHD,Loyal Customers
7061-OVMIM,Loyal Customers
5153-RTHKF,Loyal Customers
1852-QSWCD,Loyal Customers
9079-LWTFD,Loyal Customers
3392-EHMNK,Champions
5986-WWXDV,Loyal Customers
3061-BCKYI,At Risk
7228-PAQPD,At Risk
7746-QYVCO,At Risk
5804-HYIEZ,Champions
5934-TSSAU,Loyal Customers
3486-KHMLI,At Risk
6784-XYJAE,Loyal Customers
3933-DQPWX,At Risk
6661-EIPZC,Loyal Customers
8957-THMOA,At Risk
2251-PYLPB,Champions
5555-RNPGT,Lost
1057-FOGLZ,At Risk
8087-LGYHQ,Lost
4137-BTIKL,Lost
2190-BCXEC,Champions
6227-FBDXH,Champions
2911-WDXMV,At Risk
4547-FZJWE,Champions
7422-WNBTY,Loyal Customers
0842-IWYCP,Loyal Customers
3521-HTQTV,At Risk
3744-ZBHON,Lost
3373-DIUUN,Loyal Customers
8383-SGHJU,Loyal Customers
7607-QKKTJ,Champions
7707-PYBBH,Loyal Customers
8984-HPEMB,Loyal Customers
4139-DETXS,Loyal Customers
9779-DPNEJ,Loyal Customers
9805-FILKB,Loyal Customers
5793-YOLJN,Champions
0673-IGUQO,Lost
4123-FCVCB,At Risk
8819-IMISP,Loyal Customers
8311-UEUAB,Champions
5858-EAFCZ,Lost
1163-ONYEY,Loyal Customers
5656-MJEFC,Loyal Customers
6082-OQFBA,At Risk
8974-OVACP,Lost
4010-YLMVT,Loyal Customers
1379-FRVEB,At Risk
8612-GXIDD,Loyal Customers
6288-CHQJB,Champions
8160-HOWOX,Lost
6648-INWPS,Loyal Customers
4223-BKEOR,At Risk
1763-WQFUK,Lost
1391-UBDAR,At Risk
8894-JVDCV,Loyal Customers
2023-VQFDL,At Risk
1345-GKDZZ,Lost
2014-MKGMH,Loyal Customers
5628-FCGYG,At Risk
2560-WBWXF,Loyal Customers
0248-IPDFW,Lost
7978-DKUQH,Loyal Customers
4335-UPJSI,At Risk
1784-EZDKJ,Champions
9297-FVVDH,Champions
8007-YYPWD,At Risk
7101-HRBLJ,Champions
6635-CPNUN,Loyal Customers
5453-YBTWV,Champions
5039-LZRQT,At Risk
6418-PIQSP,Champions
8220-OCUFY,At Risk
3995-WFCSM,Lost
1895-QTKDO,Lost
2038-OEQZH,Lost
1178-PZGAB,At Risk
2626-VEEWG,Loyal Customers
1657-DYMBM,Champions
7311-MQJCH,Lost
1136-XGEQU,Champions
2530-FMFXO,Champions
6844-DZKRF,Lost
5970-GHJAW,Loyal Customers
8879-XUAHX,Champions
3689-MOZGR,At Risk
4195-PNGZS,Loyal Customers
5003-XZWWO,Champions
6922-NCEDI,Loyal Customers
9891-NQDBD,Loyal Customers
6131-IUNXN,Loyal Customers
8548-AWOFC,Champions
9798-DRYDS,Loyal Customers
8532-UEFWH,Loyal Customers
6296-DDOOR,At Risk
7951-VRDVK,Loyal Customers
4815-YOSUK,Champions
4365-MSDYN,At Risk
7036-TYDEC,Loyal Customers
5802-ADBRC,Champions
8076-FEZKJ,Lost
5197-YPYBZ,Loyal Customers
4312-GVYNH,Champions
0839-JTCUD,Champions
5494-WOZRZ,Loyal Customers
2234-EOFPT,Champions
8619-IJNDK,Champions
8378-LKJAF,Champions
1153-GNOLC,At Risk
3298-QEICA,Loyal Customers
0788-DXBFY,Champions
3496-LFSZU,Lost
5242-UOWHD,Loyal Customers
6479-SZPLM,Loyal Customers
8097-VBQTZ,Loyal Customers
4500-HKANN,Loyal Customers
9917-KWRBE,Champions
2212-LYASK,Loyal Customers
1393-IMKZG,Lost
8069-RHUXK,Champions
2908-WGAXL,Champions
3378-AJRAO,Champions
6050-FFXES,Champions
0362-RAOQO,At Risk
9554-DFKIC,Loyal Customers
5527-ACHSO,At Risk
0829-DDVLK,Lost
1399-UBQIU,At Risk
1813-JLKWR,Champions
9537-VHDTA,Lost
4957-TIALW,At Risk
2054-PJOCK,Loyal Customers
9150-HEPMB,Loyal Customers
9030-QGZNL,Lost
3126-WQMGH,Loyal Customers
7176-WRTNX,Loyal Customers
9239-GZHZE,Champions
7205-BAIAD,At Risk
8064-RAVOH,Lost
0219-QAERP,Loyal Customers
8963-JLGJT,Lost
2135-DQWAQ,Lost
4056-QHXHZ,Champions
7401-JIXNM,Champions
9339-FIIJL,Champions
6670-MFRPK,Champions
6177-PEVRA,Loyal Customers
4813-HQMGZ,At Risk
7579-KKLOE,Champions
8402-EIVQS,Champions
4947-DSMXK,Champions
7245-NIIWQ,Lost
0002-ORFBO,At Risk
3324-OIRTO,Champions
5414-OFQCB,Loyal Customers
4967-WPNCF,Loyal Customers
8499-BRXTD,At Risk
9154-QDGTH,Loyal Customers
8197-BFWVU,Champions
2577-GVSIL,Champions
9367-OIUXP,Lost
6770-UAYGJ,Champions
6463-HHXJR,Champions
7928-VJYAB,Loyal Customers
1187-WILMM,Champions
1306-RPWXZ,Loyal Customers
3097-PYWXL,Lost
2266-SJNAT,Champions
2972-YDYUW,Loyal Customers
1104-FEJAM,At Risk
2809-ILCYT,Loyal Customers
5499-ECUTN,Loyal Customers
4981-FLTMF,Champions
3113-IWHLC,Lost
4277-BWBML,Loyal Customers
0234-TEVTT,Loyal Customers
4304-TSPVK,Champions
1552-AAGRX,Loyal Customers
2637-FKFSY,Lost
7874-ECPQJ,Lost
0020-INWCK,Champions
7089-RKVSZ,At Risk
2683-JXWQQ,Champions
9548-ZMVTX,Champions
8739-XNIKG,Lost
9755-JHNMN,Loyal Customers
3981-QSVQI,Lost
2789-HQBOU,Lost
9424-CMPOG,At Risk
5067-WJEUN,Loyal Customers
3450-WXOAT,Loyal Customers
9251-WNSOD,Champions
6974-DAFLI,Loyal Customers
2616-UUTFK,Loyal Customers
7064-JHXCE,Champions
7989-AWGEH,Loyal Customers
4373-VVHQL,Lost
4559-UWIHT,Loyal Customers
6650-BWFRT,Champions
9570-KYEUA,Loyal Customers
6993-YGFJV,Champions
2712-SYWAY,Lost
0730-BGQGF,Champions
5498-IBWPI,Champions
9101-NTIXF,Lost
9314-QDMDW,At Risk
9308-ANMVE,Loyal Customers
3413-DHLPB,Champions
7649-PHJVR,Lost
6114-TCFID,At Risk
3787-TRIAL,At Risk
5156-UMKOW,Lost
1247-QBVSH,Loyal Customers
6734-GMPVK,Lost
9822-OAOVB,Lost
6161-ERDGD,Loyal Customers
1226-JZNKR,Lost
7318-EIVKO,Lost
3771-PZOBW,At Risk
8231-BSWXX,Loyal Customers
7389-KBFIT,At Risk
7176-WIONM,Loyal Customers
5141-ZUVBH,Lost
7623-HKYRK,Lost
0310-SUCIN,Champions
5197-PYEPU,Loyal Customers
6619-RPLQZ,Loyal Customers
3275-RHRNE,Loyal Customers
3503-TYDAY,Champions
6901-GOGZG,Loyal Customers
7021-XSNYE,At Risk
9621-OUPYD,At Risk
8982-NHAVY,At Risk
4307-KWMXE,Lost
2450-ZKEED,At Risk
3694-DELSO,At Risk
3893-JRNFS,Loyal Customers
1133-KXCGE,At Risk
0142-GVYSN,At Risk
1049-FYSYG,Loyal Customers
1821-BUCWY,Loyal Customers
8314-DPQHL,Lost
1465-WCZVT,Lost
9481-SFCQY,At Risk
0567-GGCAC,Lost
8884-MRNSU,Loyal Customers
2171-UDMFD,Loyal Customers
9802-CAQUT,Champions
0187-WZNAB,Loyal Customers
1475-VWVDO,Lost
1357-MVDOZ,Loyal Customers
7602-MVRMB,Champions
5406-KGRMX,Loyal Customers
5968-HYJRZ,Loyal Customers
7140-ADSMJ,Lost
2230-XTUWL,Loyal Customers
7706-YLMQA,Loyal Customers
2585-KTFRE,Lost
7994-UYIVZ,At Risk
7717-BICXI,Champions
6559-RAKOZ,Champions
4716-MRVEN,At Risk
2143-LJULT,Loyal Customers
3200-MNQTF,Champions
6164-HXUGH,Lost
5630-IXDXV,Loyal Customers
0320-DWVTU,Loyal Customers
9135-MGVPY,Champions
1212-GLHMD,Lost
7878-JGDKK,Lost
1088-AUUZZ,Champions
9588-OZDMQ,At Risk
6476-EPYZR,Loyal Customers
1174-FGIFN,Loyal Customers
6620-HVDUJ,At Risk
1032-MAELW,Champions
7641-TQFHN,Loyal Customers
1552-TKMXS,At Risk
8622-ZLFKO,At Risk
6188-UXBBR,Loyal Customers
2333-KWEWW,At Risk
5702-SKUOB,Lost
1134-YWTYF,Loyal Customers
6061-GWWAV,Loyal Customers
0679-TDGAK,Loyal Customers
6585-WCEWR,Loyal Customers
9067-YGSCA,Loyal Customers
9067-SQTNS,Loyal Customers
1776-SPBWV,Loyal Customers
9668-PUGNU,Champions
9405-GPBBG,Loyal Customers
1926-QUZNN,Champions
5829-NVSQN,Loyal Customers
9565-AXSMR,Champions
8869-LIHMK,Loyal Customers
0447-RXSGD,At Risk
4927-WWOOZ,Lost
5788-YPOEG,Champions
0661-KBKPA,Champions
9081-WWXKP,Champions
0784-ZQJZX,Loyal Customers
3133-PZNSR,Champions
0722-SVSFK,Lost
3612-YVGSJ,Champions
5397-NSKQG,Loyal Customers
8565-HBFNN,Champions
8670-ERCJH,Loyal Customers
7758-UJWYS,Loyal Customers
2050-ONYDQ,Champions
7055-JCGNI,Loyal Customers
0739-UUAJR,Champions
4826-DXMUP,Loyal Customers
7285-KLOTR,Loyal Customers
0654-PQKDW,Champions
7175-NTIXE,At Risk
7963-SHNDT,Loyal Customers
0188-GWFLE,Lost
8129-GMVGI,Champions
2882-DDZPG,At Risk
3547-LQRIK,Loyal Customers
5843-TTHGI,At Risk
1849-RJYIG,Lost
8868-GAGIO,Champions
4061-UKJWL,Lost
5380-XPJNZ,Loyal Customers
8263-QMNTJ,Champions
3230-JCNZS,Champions
0277-ORXQS,Champions
7996-BPXHY,Loyal Customers
3227-WLKLI,Champions
2266-FUBDZ,At Risk
8237-ULIXL,Loyal Customers
8216-AZUUZ,Loyal Customers
9153-BTBVV,Champions
5186-PEIZU,At Risk
1074-AMIOH,Loyal Customers
4361-FEBGN,Loyal Customers
0380-ZCSBI,Lost
7145-FEJWU,At Risk
3969-JQABI,Loyal Customers
9624-EGDEQ,Loyal Customers
1051-EQPZR,Loyal Customers
5849-ASHZJ,At Risk
5780-INQIK,Lost
8384-FZBJK,Champions
3750-RNQKR,Lost
0962-CQPWQ,Loyal Customers
3096-YXENJ,Champions
1265-BCFEO,Champions
5837-LXSDN,At Risk
5945-AZYHT,Champions
8325-QRPZR,Lost
6384-VMJHP,Loyal Customers
2262-SLNVK,Lost
7730-CLDSV,Champions
1135-HIORI,Champions
0164-APGRB,Loyal Customers
6481-ESCNL,At Risk
1790-NESIO,Lost
1550-EENBN,Loyal Customers
8198-RKSZG,Loyal Customers
9297-EONCV,Loyal Customers
1069-QJOEE,At Risk
7799-DSEWS,At Risk
8766-PAFNE,Champions
3130-ICDUP,Lost
0820-FNRNX,At Risk
0880-FVFWF,Loyal Customers
4611-ANLQC,Champions
4213-HKBJO,At Risk
2792-LSHWX,Lost
0014-BMAQU,Champions
9018-PCIOK,Loyal Customers
4837-QUSFT,Champions
9953-ZMKSM,Loyal Customers
7665-NKLAV,Loyal Customers
4391-LNRXK,At Risk
8562-GHPPI,Lost
5893-PYOLZ,Loyal Customers
4986-MXSFP,Lost
6131-FOYAS,Loyal Customers
3027-YNWZU,Loyal Customers
5609-IMCGG,At Risk
4727-MCYZG,Lost
9481-WHGWY,Champions
4328-VUFWD,Loyal Customers
3301-LSLWQ,At Risk
7473-ZBDSN,At Risk
3166-PNEOF,Loyal Customers
5639-NTUPK,At Risk
8780-YRMTT,Loyal Customers
5140-FOMCQ,Champions
6242-SGYTS,Champions
8414-OOEEL,Loyal Customers
8454-AATJP,Loyal Customers
4531-AUZNK,Loyal Customers
4191-XOVOM,Loyal Customers
2150-OEGBV,At Risk
4878-BUNFV,Champions
1872-EBWSC,At Risk
7026-YMSBE,At Risk
6997-UVGOX,Champions
9674-EHPPG,Loyal Customers
5440-VHLUL,Loyal Customers
5781-BKHOP,Champions
5213-TWWJU,At Risk
7629-WIXZF,Lost
5445-GLVOT,At Risk
3976-HXHCE,Loyal Customers
2466-NEJOJ,At Risk
0254-KCJGT,Champions
5472-CVMDX,Loyal Customers
6461-SZMCV,Champions
8150-QUDFX,Lost
2346-DJQTB,At Risk
1697-LYYYX,Champions
1942-OQFRW,Lost
9640-ZSLDC,Champions
4231-LZUYM,Champions
3594-BDSOA,Loyal Customers
5133-VRSAB,Lost
5996-DAOQL,Lost
6838-YAUVY,Loyal Customers
0484-JPBRU,Loyal Customers
7883-ROJOC,At Risk
0244-LGNFY,Champions
7274-CGTOD,Loyal Customers
4635-EJYPD,Loyal Customers
1866-ZSLJM,At Risk
4636-TVXVG,Champions
4236-UJPWO,Lost
9392-XBGTD,At Risk
6402-SSEJG,At Risk
1169-SAOCL,Loyal Customers
1110-KYLGQ,Loyal Customers
9929-PLVPA,Lost
3518-PZXZQ,At Risk
2371-JUNGC,Lost
5074-FBGHB,Loyal Customers
2351-BKRZW,Champions
4455-BFSPD,Champions
3948-KXDUF,Loyal Customers
2323-ARSVR,Champions
0815-MFZGM,Champions
5480-XTFFL,Loyal Customers
8295-FHIVV,Lost
9086-YJYXS,Loyal Customers
1179-INLAT,Lost
7909-FIOIY,At Risk
6351-SCJKT,Lost
5468-BPMMO,Loyal Customers
0197-PNKNK,Champions
2439-QKJUL,Lost
1194-SPVSP,Lost
9534-NSXEM,At Risk
8929-KSWIH,At Risk
2250-IVBWA,Champions
1810-MVMAI,Loyal Customers
9506-UXUSK,At Risk
1229-RCALF,Champions
3572-UOLYZ,Loyal Customers
1429-UYJSV,At Risk
6366-XIVKZ,Loyal Customers
3470-OBUET,Champions
2770-NSVDG,Loyal Customers
9375-MHRRS,Lost
4860-YZGZM,Lost
6599-GZWCM,At Risk
7037-MTYVW,Loyal Customers
4760-THGOT,Champions
4016-BJKTZ,At Risk
6584-VQMYT,At Risk
9838-BFCQT,Loyal Customers
2790-XUYMV,Loyal Customers
0581-MDMPW,At Risk
1023-BQXZE,Loyal Customers
9163-GHAYE,At Risk
3904-UKFRE,Lost
5353-WILCI,At Risk
0058-EVZWM,Loyal Customers
7009-PCARS,Loyal Customers
0519-DRGTI,Loyal Customers
1017-FBQMM,Champions
1985-MBRYP,At Risk
9372-TXXPS,Champions
3259-QMXUN,Champions
1015-JPFYW,Lost
6645-MXQJT,At Risk
5804-JMYIO,Loyal Customers
6484-LATFU,Loyal Customers
7599-NTMDP,Champions
0536-ACXIP,Champions
0936-NQLJU,Loyal Customers
1575-KRZZE,Lost
3251-YMVWZ,Loyal Customers
4884-LEVMQ,Champions
8857-CUPFQ,Champions
7610-TVOPG,Lost
3638-DIMPH,At Risk
1845-ZLLIG,Lost
8559-WNQZS,Lost
1699-UOTXU,Loyal Customers
0635-WKOLD,Loyal Customers
5993-JSUWV,Loyal Customers
4518-FZBSX,Loyal Customers
6988-CJEYV,Loyal Customers
3097-FQTVJ,At Risk
5465-BUBFA,Loyal Customers
7299-GNVPL,Loyal Customers
9743-DQKQW,Lost
1215-VFYVK,Lost
9371-BITHB,Loyal Customers
9093-FPDLG,At Risk
0541-FITGH,At Risk
6985-HAYWX,Loyal Customers
7508-KBIMB,Loyal Customers
6838-HVLXG,At Risk
1897-OKVMW,Champions
5485-ITNPC,Champions
0233-FTHAV,Loyal Customers
4644-PIZRT,Loyal Customers
8922-NPKBJ,Champions
2740-TVLFN,Lost
7771-CFQRQ,Loyal Customers
9512-PHSMG,At Risk
4146-SVFUD,Lost
1564-HJUVY,Lost
3617-XLSGQ,Champions
7517-LDMPS,At Risk
7244-KXYZN,At Risk
5226-NOZFC,At Risk
1400-WIVLL,Champions
8148-NLEGT,Loyal Customers
8347-GDTMP,Champions
6746-WAUWT,At Risk
0428-IKYCP,Loyal Customers
2187-PKZAY,At Risk
4003-OCTMP,Champions
6652-YFFJO,At Risk
7225-IILWY,Champions
3170-GWYKC,Loyal Customers
9830-ECLEN,Champions
2668-TZSPS,Lost
7446-SFAOA,Loyal Customers
9522-ZSINC,Lost
8234-GSZYK,Loyal Customers
6505-OZNPG,Lost
6164-HAQTX,Loyal Customers
7765-LWVVH,Champions
0953-LGOVU,Loyal Customers
4692-NNQRU,Loyal Customers
7742-MYPGI,At Risk
9619-GSATL,Loyal Customers
5622-UEJFI,Loyal Customers
6203-HBZPA,Loyal Customers
0484-FFVBJ,Loyal Customers
0301-FIDRB,Champions
4139-JPIAM,Loyal Customers
2181-TIDSV,Champions
1936-CZAKF,Champions
9453-PATOS,Champions
4402-FTBXC,Loyal Customers
2931-XIQBR,Champions
0106-UGRDO,Champions
5542-TBBWB,Lost
1930-QPBVZ,Champions
2606-PKWJB,At Risk
5322-ZSMZY,Loyal Customers
5220-AGAAX,Champions
0208-BPQEJ,Lost
9435-JMLSX,Champions
3352-ALMCK,Loyal Customers
5312-IRCFR,Champions
5294-IMHHT,Champions
6176-YJWAS,Champions
5310-NOOVA,At Risk
4526-EXKKN,At Risk
5311-IHLEI,At Risk
3987-KQDDU,Lost
3404-JNXAX,Champions
5131-PONJI,Champions
3489-VSFRD,Loyal Customers
3345-JHUEO,Lost
5815-HGGHV,Loyal Customers
5260-UMPWX,Loyal Customers
5649-RXQTV,Loyal Customers
2674-MIAHT,Lost
2576-HXMPA,Lost
7587-AOVVU,At Risk
6898-MDLZW,At Risk
4707-YNOQA,Loyal Customers
9357-UJRUN,Loyal Customers
7663-CUXZB,Champions
0258-NOKBL,Lost
1163-VIPRI,Champions
9348-ROUAI,Champions
9443-JUBUO,Champions
3043-TYBNO,Lost
4830-FAXFM,At Risk
5906-BFOZT,Lost
2960-NKRSO,At Risk
5598-IKHQQ,Loyal Customers
0397-ZXWQF,Loyal Customers
5266-PFRQK,Loyal Customers
4674-HGNUA,Champions
6765-MBQNU,Loyal Customers
9786-IJYDL,Loyal Customers
1303-SRDOK,Champions
3769-MHZNV,Loyal Customers
6295-OSINB,Champions
3308-MHOOC,Lost
4177-JPDFU,Lost
2239-CFOUJ,At Risk
8046-DNVTL,Champions
2209-XADXF,Lost
6620-JDYNW,At Risk
4770-UEZOX,Lost
1038-RQOST,At Risk
4568-TTZRT,Lost
9513-DXHDA,At Risk
8084-OIVBS,At Risk
8896-BQTTI,Lost
3352-RICWQ,At Risk
2160-GPFXD,Loyal Customers
2065-MMKGR,At Risk
1498-NHTLT,Champions
1402-PTHGN,Loyal Customers
5199-FPUSP,At Risk
6377-KSLXC,Lost
1796-JANOW,Lost
0238-WHBIQ,Champions
8735-NBLWT,Lost
6651-RLGGM,Loyal Customers
1614-JBEBI,Lost
5696-EXCYS,At Risk
5795-KTGUD,Champions
4702-HDRKD,Loyal Customers
8512-WIWYV,At Risk
1406-PUQVY,Lost
9114-AAFQH,Champions
8715-KKTFG,Champions
1728-BQDMA,Lost
5117-ZSMHQ,Champions
5151-HQRDG,Loyal Customers
0960-HUWBM,Loyal Customers
6465-GSRCL,Loyal Customers
0263-FJTQO,Champions
7319-ZNRTR,At Risk
7503-EPSZW,Champions
7089-XXAYG,Loyal Customers
1666-JXLKU,Loyal Customers
7855-DIWPO,At Risk
5133-POWUA,Lost
5652-MSDEY,At Risk
1810-BOHSY,Champions
1784-BXEFA,Lost
7351-MHQVU,Lost
9224-VTYID,Champions
9500-IWPXQ,Champions
5762-TJXGK,Loyal Customers
4504-YOULA,Loyal Customers
5569-IDSEY,Champions
7284-ZZLOH,Champions
1777-JYQPJ,Lost
3401-URHDA,Loyal Customers
1599-EAHXY,Loyal Customers
8631-XVRZL,Lost
3853-LYGAM,At Risk
5751-USDBL,Loyal Customers
5680-LQOGP,Loyal Customers
8189-DUKMV,At Risk
9931-DCEZH,At Risk
1898-JSNDC,Loyal Customers
0315-LVCRK,At Risk
3911-RSNHI,Loyal Customers
2410-CIYFZ,Lost
5505-OVWQW,Lost
7271-AJDTL,Loyal Customers
1867-TJHTS,Loyal Customers
4429-WYGFR,At Risk
2817-LVCPP,At Risk
5038-ETMLM,Champions
5056-FIMPT,Loyal Customers
4521-WFJAI,Loyal Customers
6569-KTMDU,Lost
8809-XKHMD,Champions
0396-YCHWO,Champions
0867-LDTTC,Lost
2122-SZZZD,At Risk
3148-AOIQT,Champions
6692-YQHXC,At Risk
3889-VWBID,Champions
5222-JCXZT,Lost
9754-CLVZW,Loyal Customers
2739-CCZMB,Lost
7080-TNUWP,Champions
0496-AHOOK,Loyal Customers
2468-SJFLM,Lost
3181-VTHOE,Champions
7168-HDQHG,Loyal Customers
4567-AKPIA,Champions
7901-HXJVA,At Risk
5924-IFQTT,Loyal Customers
7968-QUXNS,Lost
8903-WMRNW,Loyal Customers
2452-SNHFZ,Loyal Customers
3629-WEAAM,Lost
6029-CSMJE,Lost
7993-NQLJE,Loyal Customers
9909-DFRJA,At Risk
9099-FTUHS,At Risk
4962-CHQPW,Lost
9467-ROOLM,At Risk
2253-KPMNB,Champions
1345-ZUKID,At Risk
6429-SHBCB,At Risk
2603-HVKCG,Loyal Customers
1834-WULEG,Loyal Customers
9097-ZUBYC,Loyal Customers
5148-ORICT,Champions
4893-GYUJU,At Risk
4578-PHJYZ,Champions
7272-QDCKA,At Risk
8908-SLFCJ,At Risk
9766-HGEDE,At Risk
6968-MHOMU,Loyal Customers
5044-XDPYX,Champions
1814-WFGVS,Champions
3721-WKIIL,At Risk
6734-CKRSM,Lost
1265-ZFOSD,Champions
6568-POCUI,Champions
5197-LQXXH,Champions
3457-PQBYH,Champions
7682-AZNDK,Loyal Customers
5384-ZTTWP,At Risk
3745-HRPHI,Loyal Customers
1231-YNDEK,Loyal Customers
1407-DIGZV,At Risk
0570-BFQHT,Lost
4393-OBCRR,Lost
8564-LDKFL,Loyal Customers
3696-DFHHB,Loyal Customers
4717-GHADL,Loyal Customers
5501-TVMGM,Lost
5879-HMFFH,Champions
6772-WFQRD,At Risk
3810-DVDQQ,Champions
6972-SNKKW,Lost
3694-GLTJM,Lost
8550-XSXUQ,Champions
9055-MOJJJ,Champions
4359-INNWN,Lost
0585-EGDDA,Champions
4032-RMHCI,Loyal Customers
3481-JHUZH,Champions
3594-IVHJZ,Lost
6869-FGJJC,Loyal Customers
3896-ZVNET,Loyal Customers
8205-VSLRB,Champions
5960-MVTUK,Lost
6817-WTYHE,Lost
3082-VQXNH,Lost
4931-TRZWN,At Risk
0750-EKNGL,Lost
7669-LCRSD,Loyal Customers
3567-PQTSO,Champions
8043-PNYSD,Loyal Customers
9938-EKRGF,At Risk
2703-AMTUL,Loyal Customers
8173-RXAYP,Loyal Customers
4825-XJGDM,Loyal Customers
5402-HTOTQ,At Risk
6734-JDTTV,Champions
7850-THJMU,Loyal Customers
3890-RTCMS,At Risk
3717-FDJFU,Lost
3665-JATSN,At Risk
7966-YOTQW,At Risk
8853-TZDGH,Loyal Customers
4324-BZCKL,Loyal Customers
6924-TDGMT,At Risk
1536-YHDOE,Loyal Customers
8123-QBNAZ,Champions
7711-YIJWC,Champions
5482-VXSXJ,At Risk
7365-BVCJH,Lost
9620-ENEJV,Lost
2378-YIZKA,Champions
0689-DSXGL,Champions
6818-DJXAA,At Risk
0464-WJTKO,Champions
8902-ZEOVF,Loyal Customers
6778-EICRF,Loyal Customers
2662-NNTDK,Loyal Customers
4132-KALRO,Lost
2874-YXVVA,Loyal Customers
1245-HARPS,Lost
4323-ELYYB,Loyal Customers
4293-ETKAP,Champions
6064-PUPMC,Loyal Customers
6504-VBLFL,Champions
6322-PJJDJ,Champions
0330-BGYZE,Champions
1085-LDWAM,Champions
7586-ZATGZ,Loyal Customers
7197-VOJMM,Loyal Customers
1843-TLSGD,Loyal Customers
9626-VFRGG,Loyal Customers
7075-BNDVQ,Lost
9143-CANJF,Loyal Customers
7284-BUYEC,Lost
2041-JIJCI,Lost
4900-MSOMT,Champions
2229-VWQJH,At Risk
9194-GFVOI,Loyal Customers
1336-EZFZY,Lost
4282-MSACW,Loyal Customers
1403-LKLIK,Loyal Customers
9643-AVVWI,Lost
0253-ZTEOB,Loyal Customers
2706-QZIHY,Loyal Customers
6061-PQHMK,Lost
6137-MFAJN,At Risk
9122-UMROB,Lost
4232-JGKIY,Lost
2402-TAIRZ,Loyal Customers
9139-TWBAS,Loyal Customers
6685-GBWJZ,Champions
3913-RDSJZ,Champions
4203-QGNZA,At Risk
5043-TRZWM,Lost
9494-BDNNC,Champions
1640-PLFMP,Lost
5366-OBVMR,Loyal Customers
7644-OMVMY,At Risk
4573-JKNAE,Lost
9817-APLHW,Lost
8380-MQINP,Loyal Customers
0840-DFEZH,Lost
8690-ZVLCL,Champions
0384-LPITE,Loyal Customers
4616-EWBNJ,At Risk
1335-HQMKX,Champions
6923-AQONU,At Risk
4536-PLEQY,At Risk
7029-IJEJK,Loyal Customers
8871-JLMHM,Champions
5447-VYTKW,At Risk
3623-FQBOX,At Risk
3474-BAFSJ,Loyal Customers
3865-ZFZIB,At Risk
1855-AGAWH,Loyal Customers
7109-CQYUZ,Loyal Customers
1370-GGAWX,Loyal Customers
5307-UVGNB,Loyal Customers
3642-BYHDO,Champions
9629-NHXFW,At Risk
2696-RZVZW,Champions
5766-FTRTS,Champions
0396-HUJBP,Lost
8879-ZKJOF,Loyal Customers
6285-FTQBF,Champions
1474-JUWSM,Champions
3530-CRZSB,Lost
8498-XXGWA,Champions
9617-INGJY,Lost
0621-TSSMU,Loyal Customers
7234-KMNRQ,Lost
7636-PEPNS,Champions
4683-WYDOU,Champions
9052-DHNKM,At Risk
6794-HKIAJ,Loyal Customers
5578-NKCXI,Champions
1642-HMARX,Champions
3096-WPXBT,Champions
8434-PNQZX,Loyal Customers
5950-AAAGJ,At Risk
4299-OPXEJ,Loyal Customers
9618-LFJRU,Lost
6693-DJWTY,Loyal Customers
0744-GKNGE,Loyal Customers
6447-EGDIV,At Risk
4854-SSLTN,At Risk
5294-DMSFH,Loyal Customers
4837-PZTIC,At Risk
0603-OLQDC,At Risk
3272-VUHPV,Loyal Customers
4176-FXYBO,Champions
1063-DHQJF,Champions
8663-UPDGF,At Risk
6719-FGEDO,Champions
1837-YQUCE,Loyal Customers
0369-ZGOVK,Loyal Customers
9919-KNPOO,Loyal Customers
7872-BAAZR,Champions
9391-LMANN,Loyal Customers
8174-TBVCF,Champions
1698-XFZCI,Loyal Customers
1877-HKBQX,At Risk
4450-DLLMH,Lost
0428-AXXLJ,At Risk
2746-DIJLO,Loyal Customers
3508-VLHCZ,Champions
4086-ATNFV,Champions
0468-YRPXN,At Risk
3739-YBWAB,Loyal Customers
7047-FWEYA,Champions
2000-MPKCA,Loyal Customers
9762-YAQAA,Loyal Customers
5473-KHBPS,Champions
8950-MTZNV,Lost
0326-VDYXE,Champions
0436-TWFFZ,Loyal Customers
8566-YPRGL,Lost
6609-MXJHJ,Loyal Customers
2669-OIDSD,Champions
8400-WZICQ,Champions
9576-SYUHJ,Loyal Customers
0410-IPFTY,Loyal Customers
2831-EBWRN,Lost
9430-NKQLY,Champions
0247-SLUJI,Lost
6483-OATDN,At Risk
1293-HHSHJ,At Risk
8610-ZIKJJ,Lost
7801-KICAO,At Risk
7673-LPRNY,At Risk
6060-QBMGV,Champions
7339-POGZN,Lost
2828-SLQPF,At Risk
4465-VDKIQ,At Risk
2558-BUOZZ,Loyal Customers
9257-AZMTZ,Loyal Customers
0003-MKNFE,Lost
0975-UYDTX,Loyal Customers
4682-BLBUC,Loyal Customers
0975-VOOVL,Lost
5968-VXZLG,Lost
5201-FRKKS,At Risk
5443-SCMKX,Champions
8295-KMENE,Loyal Customers
6738-ISCBM,Loyal Customers
9821-BESNZ,Loyal Customers
3678-MNGZX,Loyal Customers
1335-NTIUC,Lost
2916-BQZLN,At Risk
4558-CGYCZ,Lost
2368-GAKKQ,Loyal Customers
